date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-08-19,Doncaster,15:11,2,Rapido Ramona,"UK LAY Doncaster Trap 2,6",6,120,275m,D3,OUTSIDE_TOP3,4,5/1,6.0,OUTSIDE_TOP3,RETAINED,,Forecast #4 reviewed (5/1; decimal 6.00); retained absent converging danger evidence
2026-08-19,Doncaster,15:11,6,Savana Brendo,"UK LAY Doncaster Trap 2,6",6,120,275m,D3,OUTSIDE_TOP3,6,9/1,10.0,OUTSIDE_TOP3,RETAINED,,
2026-08-19,Doncaster,15:49,2,Cockneys Zeus,"UK LAY Doncaster Trap 2,6",6,120,275m,D3,OUTSIDE_TOP3,3,9/2,5.5,BOUNDARY_TIE,RETAINED,,Forecast tie crosses third-place boundary; retained absent stronger evidence
2026-08-19,Doncaster,15:49,6,Easy Stump,"UK LAY Doncaster Trap 2,6",6,120,275m,D3,1,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-19,Harlow,10:48,2,Tinks This,"UK LAY Harlow Trap 2,4",12,100,238m,D5,OUTSIDE_TOP3,3,9/2,5.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 9/2; decimal 5.50)"
2026-08-19,Harlow,10:48,4,Random Lou,"UK LAY Harlow Trap 2,4",12,100,238m,D5,2,4,5/1,6.0,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-19,Harlow,11:21,2,Alfies Jet,"UK LAY Harlow Trap 2,4",12,100,238m,D4,OUTSIDE_TOP3,5,7/1,8.0,OUTSIDE_TOP3,RETAINED,,
2026-08-19,Harlow,11:21,4,Fridays Ariana,"UK LAY Harlow Trap 2,4",12,100,238m,D4,OUTSIDE_TOP3,4,9/2,5.5,OUTSIDE_TOP3,RETAINED,,Forecast #4 reviewed (9/2; decimal 5.50); retained absent converging danger evidence
2026-08-19,Harlow,12:29,2,Adamant Breeze,"UK LAY Harlow Trap 2,4",12,100,238m,D5,1,1,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-19,Harlow,12:29,4,Come On Babe,"UK LAY Harlow Trap 2,4",12,100,238m,D5,OUTSIDE_TOP3,4,9/2,5.5,OUTSIDE_TOP3,RETAINED,,Forecast #4 reviewed (9/2; decimal 5.50); retained absent converging danger evidence
2026-08-19,Harlow,13:37,2,Moaning Mccoist,"UK LAY Harlow Trap 2,4",12,100,238m,D4,3,3,6/1,7.0,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-19,Harlow,13:37,4,Shianns Blue,"UK LAY Harlow Trap 2,4",12,100,238m,D4,OUTSIDE_TOP3,3,6/1,7.0,BOUNDARY_TIE,RETAINED,,Forecast tie crosses third-place boundary; retained absent stronger evidence
