Provider,SelectionName,MarketType,StartTime,BetType,Size,MinPrice,MaxPrice,BSP
Daily Strategy Filter,Gooner Be Good,WIN,16/09/2026 11:38,LAY,1,12,100,FALSE
Daily Strategy Filter,Coolruss Izzy,WIN,16/09/2026 11:38,LAY,1,12,100,FALSE
Daily Strategy Filter,Mustang Snow,WIN,16/09/2026 11:54,LAY,1,12,100,FALSE
Daily Strategy Filter,Besties Boy,WIN,16/09/2026 11:54,LAY,1,12,100,FALSE
Daily Strategy Filter,Foxrock Alfie,WIN,16/09/2026 12:12,LAY,1,12,100,FALSE
Daily Strategy Filter,Rains Bono,WIN,16/09/2026 12:29,LAY,1,12,100,FALSE
Daily Strategy Filter,Comer Canal,WIN,16/09/2026 13:37,LAY,1,12,100,FALSE
Daily Strategy Filter,Cree Lullaby,WIN,16/09/2026 14:11,LAY,1,12,100,FALSE
Daily Strategy Filter,Jumbos Cairo,WIN,16/09/2026 18:29,LAY,1,12,100,FALSE
Daily Strategy Filter,City Boss,WIN,16/09/2026 18:29,LAY,1,12,100,FALSE
Daily Strategy Filter,Aim Two Please,WIN,16/09/2026 19:04,LAY,1,12,100,FALSE
Daily Strategy Filter,Outdoor Tunnes,WIN,16/09/2026 19:04,LAY,1,12,100,FALSE
Daily Strategy Filter,Rings Ruby,WIN,16/09/2026 19:42,LAY,1,12,100,FALSE
Daily Strategy Filter,Naughty Liv,WIN,16/09/2026 19:42,LAY,1,12,100,FALSE
Daily Strategy Filter,Tagalong Ger,WIN,16/09/2026 21:09,LAY,1,12,100,FALSE
Daily Strategy Filter,Shrewd Amiee,WIN,16/09/2026 11:14,LAY,1,4,100,FALSE
Daily Strategy Filter,Roanna Nena,WIN,16/09/2026 11:46,LAY,1,4,100,FALSE
Daily Strategy Filter,Me Birthday,WIN,16/09/2026 11:46,LAY,1,4,100,FALSE
Daily Strategy Filter,Scotrath Kiki,WIN,16/09/2026 12:03,LAY,1,4,100,FALSE
Daily Strategy Filter,Clay Twister,WIN,16/09/2026 12:20,LAY,1,4,100,FALSE
Daily Strategy Filter,Julies Treat,WIN,16/09/2026 12:37,LAY,1,4,100,FALSE
Daily Strategy Filter,De Girl Annie,WIN,16/09/2026 13:26,LAY,1,4,100,FALSE
