date,track,race_time,runner_number,dog_name,race_id,source,race_url
2026-09-20,Doncaster,10:32,1,No Coverage,516940,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516940
2026-09-20,Doncaster,10:32,2,Ferryforth Cody,516940,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516940
2026-09-20,Doncaster,10:32,3,Ballymac Ivanna,516940,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516940
2026-09-20,Doncaster,10:32,4,Killduff Sasha,516940,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516940
2026-09-20,Doncaster,10:32,6,Bombay Fantasy,516940,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516940
2026-09-20,Doncaster,10:48,1,Skilled Warrior,516941,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516941
2026-09-20,Doncaster,10:48,2,Alno Dee,516941,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516941
2026-09-20,Doncaster,10:48,3,Luttons Meena,516941,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516941
2026-09-20,Doncaster,10:48,4,Tommys Heroine,516941,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516941
2026-09-20,Doncaster,10:48,6,Tiktok Express,516941,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516941
2026-09-20,Doncaster,11:04,1,Cricket Bank,516942,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516942
2026-09-20,Doncaster,11:04,2,Grouchos Ivy,516942,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516942
2026-09-20,Doncaster,11:04,3,Fond Favourite,516942,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516942
2026-09-20,Doncaster,11:04,4,Easy Find,516942,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516942
2026-09-20,Doncaster,11:04,6,Hollyhill Mojo,516942,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-20/doncaster/racecard/516942
