date,track,race_time,runner_number,dog_name,race_id,source,race_url
2026-09-24,Central Park,14:23,1,Savana Sparky,517537,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517537
2026-09-24,Central Park,14:23,2,Kereight Belle,517537,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517537
2026-09-24,Central Park,14:23,4,Vicious Amanda,517537,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517537
2026-09-24,Central Park,14:23,5,Speedy Bas,517537,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517537
2026-09-24,Central Park,14:23,6,Kereight Pat,517537,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517537
2026-09-24,Central Park,14:41,2,Innfield Hunter,517538,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517538
2026-09-24,Central Park,14:41,3,Super Trick,517538,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517538
2026-09-24,Central Park,14:41,4,Autumn Jane,517538,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517538
2026-09-24,Central Park,14:41,5,Murdaniel Fin,517538,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517538
2026-09-24,Central Park,14:41,6,Strideaway Honey,517538,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517538
2026-09-24,Central Park,15:01,1,Burgess Sophia,517539,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517539
2026-09-24,Central Park,15:01,2,Hollyoak Odyssey,517539,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517539
2026-09-24,Central Park,15:01,3,Rallying Lucy,517539,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517539
2026-09-24,Central Park,15:01,4,Stophers Pumpkin,517539,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517539
2026-09-24,Central Park,15:01,5,Moaning Saka,517539,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517539
2026-09-24,Central Park,15:01,6,Hazelwood Mandy,517539,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517539
2026-09-24,Central Park,15:19,1,Capel Icon,517540,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517540
2026-09-24,Central Park,15:19,2,Clovers Princess,517540,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517540
2026-09-24,Central Park,15:19,3,Deelish Maggie,517540,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517540
2026-09-24,Central Park,15:19,4,Lets Go Johnny,517540,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517540
2026-09-24,Central Park,15:19,5,Westwood Gem,517540,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517540
2026-09-24,Central Park,15:19,6,Santas Ferrari,517540,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517540
2026-09-24,Central Park,15:38,1,Hollyoak Mable,517541,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517541
2026-09-24,Central Park,15:38,2,Rocket Tic,517541,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517541
2026-09-24,Central Park,15:38,3,Scilly Willow,517541,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517541
2026-09-24,Central Park,15:38,4,Autumn Breeze,517541,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517541
2026-09-24,Central Park,15:38,5,Barnfield Mojo,517541,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517541
2026-09-24,Central Park,15:38,6,Hollyoak Talia,517541,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517541
2026-09-24,Central Park,15:57,2,Franco Devon,517542,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517542
2026-09-24,Central Park,15:57,3,Woodys Lover,517542,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517542
2026-09-24,Central Park,15:57,4,Waikiki Stone,517542,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517542
2026-09-24,Central Park,15:57,5,Coonough View,517542,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517542
2026-09-24,Central Park,15:57,6,Jaguar Enable,517542,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517542
2026-09-24,Central Park,16:16,2,Seals Beauty,517543,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517543
2026-09-24,Central Park,16:16,3,Sportsmans Rosa,517543,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517543
2026-09-24,Central Park,16:16,4,Coillbhui Nora,517543,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517543
2026-09-24,Central Park,16:16,5,Catunda Miley,517543,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517543
2026-09-24,Central Park,16:16,6,Hollyoak Speedy,517543,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517543
2026-09-24,Central Park,16:34,1,Beach Holiday,517544,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517544
2026-09-24,Central Park,16:34,3,Roseville Chic,517544,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517544
2026-09-24,Central Park,16:34,4,Ever So Thunder,517544,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517544
2026-09-24,Central Park,16:34,5,Notorious Sue,517544,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517544
2026-09-24,Central Park,16:34,6,Harlequin Messi,517544,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517544
2026-09-24,Central Park,16:53,1,Savana Pluto,517545,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517545
2026-09-24,Central Park,16:53,2,Gob Smacked,517545,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517545
2026-09-24,Central Park,16:53,3,Baggios Nikita,517545,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517545
2026-09-24,Central Park,16:53,4,Stophers Trick,517545,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517545
2026-09-24,Central Park,16:53,5,Laughil Dan,517545,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517545
2026-09-24,Central Park,16:53,6,Baggios Diva,517545,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517545
2026-09-24,Central Park,17:12,1,Catch My Girl,517546,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517546
2026-09-24,Central Park,17:12,2,Havana Jetstream,517546,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517546
2026-09-24,Central Park,17:12,3,Droopys Package,517546,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517546
2026-09-24,Central Park,17:12,4,Poppadom Tom,517546,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517546
2026-09-24,Central Park,17:12,5,Jumpstart Sarah,517546,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517546
2026-09-24,Central Park,17:12,6,Simon John,517546,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517546
2026-09-24,Central Park,17:31,1,Deelish Nice,517547,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517547
2026-09-24,Central Park,17:31,2,Mustang Melody,517547,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517547
2026-09-24,Central Park,17:31,3,Barnfield Tiara,517547,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517547
2026-09-24,Central Park,17:31,4,West Coast Star,517547,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517547
2026-09-24,Central Park,17:31,5,Harlequin Junior,517547,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517547
2026-09-24,Central Park,17:31,6,Bronson Bee,517547,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517547
2026-09-24,Central Park,17:49,1,Beach Bar,517548,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517548
2026-09-24,Central Park,17:49,2,Saleen Belle,517548,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517548
2026-09-24,Central Park,17:49,3,Roseville Icon,517548,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517548
2026-09-24,Central Park,17:49,4,Bucks Queen,517548,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517548
2026-09-24,Central Park,17:49,5,Beach Time,517548,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517548
2026-09-24,Central Park,17:49,6,Swift Grinch,517548,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/central-park/racecard/517548
2026-09-24,Dunstall Park,14:29,1,Roanna Dizzy,517561,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/dunstall-park/racecard/517561
2026-09-24,Dunstall Park,14:29,2,Listen Angie,517561,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/dunstall-park/racecard/517561
2026-09-24,Dunstall Park,14:29,3,Firecrackerheidi,517561,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/dunstall-park/racecard/517561
2026-09-24,Dunstall Park,14:29,4,Elemjay Lass,517561,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-24/dunstall-park/racecard/517561
